用户名,推荐,游戏时长,评论,政治敏感,评论长度,情感得分
modriker,Recommended,91.3,"
					好",0,7,0.6558628208940429
Jaeger,Not Recommended,18.7,"
					你怎么敢假定所有人都有收集癖",0,20,0.45765035670594656
Boom Clap,Not Recommended,10.4,"
					4090给我爆内存，闪退，玩尼玛",0,22,0.023685935626637455
無理,Recommended,5.6,"
					你不玩我要阿瓦达你了🤯",0,17,0.3620555828887576
R,Recommended,91.4,"
					目前坠好的HP世界观开放世界，就是主线短了，定价高了点，也算是补票给ip了打折史低买还算挺值的",0,53,0.998808706619846
wham1114,Recommended,1.4,"
					很喜欢，刚刚开始玩。准备四个学院都玩一遍",0,26,0.9963258028671512
雾の樱,Not Recommended,46.1,"
					什么几把垃圾玩意，进游戏就闪退进游戏就闪退，要么玩着玩着闪退，发售都多久了，优化还跟屎一样",0,51,0.00016952726420549347
lxnow,Recommended,34.5,"
					沉浸式体验",0,11,0.9613052709812216
上号！,Recommended,40.4,"
					阿兹卡班之遗，纯情怀游戏，建模和bug就不说了，剧情是一坨超绝勾石，硬蹭，硬剧情杀。。但是能骑扫帚养神奇动物还能阿瓦达自己同学，值了",0,72,0.9997883509096821
亦木,Not Recommended,10.6,"
傻逼游戏 距离最后一次更新已经9个月了，从游戏上线就发生的崩溃情况仍然存在而且存在超多崩溃情况，以下我列举几种但并不包括全部崩溃情况，因为我尝试了以下各种解决方式仍未解决（显卡：RTX4070，内存：32G，系统：Win11）1.游戏路径非中文会导致崩溃，需全英文路径2.区域设置—非Unicode程序语言—更改系统区域设置—Beta版：使用Unicode UTF-8提供全球语言支持（未开启会导致崩溃）3.内存/虚拟内存不足：指内存不足16G，虚拟内存不足32G（本人32G内存，已启用96G虚拟内存）4.驱动版本5.系统—屏幕—显示卡—默认图形设置：硬件加速GPU计划（据说开启会导致崩溃）6.配置文件，路径：C:\Users\用户名\AppData\Local\Hogwarts Legacy\Saved\Config\WindowsNoEditor下，GameUserSettings.ini文件内，以下配置需要=0RecViewDistanceQuality=0RecAntiAliasingQuality=0RecShadowQuality=0RecPostProcessQuality=0RecTextureQuality=0RecEffectsQuality=0RecFoliageQuality=0RecShadingQuality=0RecFogQuality=0RecSkyQuality=0RecPopulationQuality=0RecRaytracingQuality=0sg.ResolutionQuality=0sg.ViewDistanceQuality=0sg.AntiAliasingQuality=0sg.ShadowQuality=0sg.PostProcessQuality=0sg.TextureQuality=0sg.EffectsQuality=0sg.FoliageQuality=0sg.ShadingQuality=0sg.VolumetricsQuality=0sg.SkyQuality=0sg.PopulationQuality=0sg.RaytracingQuality=0FullscreenMode=0LastConfirmedFullscreenMode=0以上方式仍然不能解决崩溃建议直接差评卸载客服申诉退款补充：根据各平台收集资料，出现频繁崩溃大多数位40系列显卡，40系列显卡慎入 
",0,1032,4.793943020331426e-13
kaiseradler,Recommended,42.4,"
					个人评分：4.5/5非常好的粉丝向作品，大体还原原作。音乐和美工持续在线。没有原角的出场也许是遗憾，但独立的故事展开也易让人代入，群相塑造得也不错（对菲戈教授尤为深刻）。动动键鼠，学会魔法。本作的游玩告一段落，而霍格沃茨的故事仍在继续。致魔法，致霍格沃茨。",1,134,0.9999999999962996
圆菜狗,Recommended,62.4,"
					我很需要点数去买那些表情摸一下猫猫会张嘴，一个赞摸一次！！！⣿⣿⣿⠟⠛⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢋⣩⣉⢻⣿⣿⣿⠀⣿⣶⣕⣈⠹⠿⠿⠿⠿⠟⠛⣛⢋⣰⠣⣿⣿⠀⣿⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝⠀⣿⣿⣿⣿⣷⠘⣿⣿⣿⢏⣿⣿⣋⣀⣈⣻⣿⣿⣷⣤⣤⣿⡐⢿⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦⠀⠸⠿⣻⣿⡄⢻⣿⣿⣿⣿⣿⡄⢻⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⡄⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣰⣿⣿⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢀⣿⣿⣿⣿⣿⣿⠏⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⣿⣿⣿⣿⠋⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⣿⣿⣿⠋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸",0,313,0.9840661700652588
MANGO MASK,Recommended,74.0,"
					你们有没有有这样的阿瓦达啃大瓜啊我想问问",0,26,0.024744193136824633
大歪,Recommended,49.7,"
					哈迷狂喜啊，不是哈迷也能玩",0,19,0.8945052963734521
E,Recommended,31.6,"
					挺好 比较符合原著",0,15,0.8764606365424665
Dr.strength,Recommended,59.0,"
					感觉好像缺一个拉文克劳的关系支线",0,22,0.32236656896771776
筦榷,Recommended,21.8,"
					很适合原著党，满足了小时候的幻想",0,22,0.9993115297345238
Lune,Recommended,48.5,"
					确实很好玩",0,11,0.922061692174511
邮折,Recommended,43.2,"
					哈利波特唯一真神",0,14,0.9943480764352507
倒影,Recommended,7.2,"
《霍格沃茨之遗》：欢迎来到奇幻魔法世界，书写属于自己的传奇吧  《霍格沃茨之遗》是一款哈利波特世界观下的开放世界角色扮演游戏，玩家并非是那幸运MAX的哈利波特，而是回到1800年代的霍格沃兹，作为一介新生且与教授结下不解之缘，学习知识掌握魔法，结识朋友，对抗一切邪恶，尽情享受学院生活。　欢迎关注 网易UU鉴赏家培养计划　关注UU加速器VX公众号，回复“steam”，获得专属玩家群邀请。　不得不说游戏真给玩家带来很多自由发挥的空间，从霍格沃茨为轴展开的开放世界设计，多种多样的魔法搭配，甚至于入学时四大学院随心选择都没有过多限制，随心所动才是版本答案啊!故在这学院中玩家所能做的事情非常多，可以以飞来咒获取空中书页、寻找钥匙蛾开箱收集硬币，做药驯兽，与更多朋友结识并完成他们的委托，各种魔法技巧小游戏，魔法对决等内容直接拉满，玩家很容易在频繁奔波下从白天转至黑夜，生活如此多娇，怎奈时间短暂啊，好在明天又是美好的一天!世界那么大，我想去看看，利用好学会的一切魔法，一切都会变得不一样，但效率也是要保证的，这就要多多点燃飞龙之焰啦，跑图传送神器利于玩家在各处能够直接瞬移，事半功倍的魅力不言而喻，只要附近有那必须给它安排上。这里处处是宝藏，一个箱子除了金币外冷不丁来一套服装，自由diy下还能获得各种属性加持，作为魔法师，形象不能少。如若直奔主线，那就紧跟教授步伐，该学的魔法学到位，按部就班到毕业，但架不住游戏里对全收集的推崇，档案、硬币等都以任务形式提醒着玩家，这就没办法了，硬着头皮也要试试看，这也导致玩家会花更多时间在其中啦。既然魔法学到位，除了日常予以辅助，战斗更是全程依赖它，一根法棒创造一个奇迹。即时制下不论是何敌人战就完事了，玩家要善于把握时机开启护盾或以闪避来规避敌人攻击，而这简简单单的动作在游戏与等级有所挂钩的天赋系统下衍生出大量玩法，如盾爆也能造杀伤，让敌人防不胜防，除此之外在各种法术如火球术、缴械式等都有各种额外效果加持使得玩家战力更高，搭配上各种魔法衔接连击技，使得使得敌人短时间处于飘浮、倒地等各种僵直状态一套输出，艺术就是酣畅淋漓的魔法演出啊，全程就是走位周旋啦，状态不佳就磕药，但有cd，把握时机比较关键，也是在这个过程中能够感受到前所未有的魔法快感。其内容相当充实，任务收集两不误下玩家在跑图中往往会面临加载条较长的问题，等待是本作必修课，尤其是启动游戏那着色器调整，时隔至今还存在着，制作组偷懒!不过好在其画面感拉满，霍格沃兹呈现出来的风景般的艺术，不论室内室外尽是如此，偶有掉帧但问题不大，非常适合闲暇之余沉浸其中感受这一份别样的哈利波特式“浪漫”。结语整体而言，游戏内容无比充实，画面及玩法设计全程在线，初见好奇心拉满，但中后期就会有所腻歪，罐头式制作下是对该IP的极致利用，质量十分不错，但也有很多未挖掘的潜力，毕竟魔法世界人人都喜欢啊，期待哈利波特本传式游戏作品嘿嘿。",0,1209,1.0
青衫,Recommended,80.7,"
					哈迷无脑入就对了",0,14,0.6570545323977373
EveryBug,Recommended,92.4,"
					完美还原哈利波特的世界，虽然情怀满满，不过剧情还是太过平淡，大地图的收集也比较罐头，不过总体可以打个8分，也算一个上佳的开放世界（PS：战斗中后期有点无脑无聊）",0,86,0.9999928450580956
kuROneKO,Recommended,38.1,"
					对于哈迷来说 完美 对于正经3A来说 主线支线有些单薄 优化做的也并不好 但是游戏的乐趣和完整度值得一个好评",0,60,0.9998721465748598
2433282114,Recommended,8.6,"
					好 
",0,9,0.6558628208940429
中性粒细胞,Recommended,61.3,"
					4060容易爆显存，得降低里面部分设置",0,25,0.17489726349022494
疯狗浪,Recommended,52.5,"
					非常值得一玩，很好的剧情很好的节奏，就是键鼠操作动作不是很爽",0,36,0.999246501738013
Legion,Recommended,22.4,"
					游戏的表现超出我所想，这是一个路人也能体会到乐趣的精致游戏，虽然看过两部电影、两部书，但是哈利波特并没有引起我很大的兴趣。作为一个玩家的体验来说，这个游戏还是可圈可点的，玩了游戏反而想去看看电影了，游戏的主线不长，但故事讲的很好，支线也挺精彩的，可玩的东西挺多，还是需要一定的时间去沉浸，总体来说是一个值得一玩的佳作。",0,165,0.9999999999999607
237048756,Recommended,56.5,"
					好",0,7,0.6558628208940429
3099068417,Recommended,11.0,"
					太还原了",0,10,0.37613682445363417
对着导线管用导线管导管，笑死，根本导不出来,Recommended,11.4,"
					好玩",0,8,0.7894736842105263
残機,Recommended,48.3,"
					游戏还可以，除去卡顿问题前面上学还是挺快乐的（甚至朋友还以为我是不愿意上学说它不好玩），但后期的洞穴探索真的过于同质化了...除了钻山洞还是钻山洞真的很折磨人，对收藏强迫症来说还是不太友好，抛开这一点还行，主线打完的1年内我是不想再碰再去做成就了",0,129,0.9999999465569667
大白梨2322,Recommended,9.8,"
					还行",0,8,0.7194444444444446
o亮o诸葛再世,Recommended,15.6,"
					记得去N网下载FPS补丁，要不各种闪退弄的你烦不胜防",0,32,0.009895279407091895
蜂花护发素,Recommended,47.2,"
					很爽，游玩性很高，很上头，但是闪退很劝退爆显存问题不是一天两天了现在还解决不了，打N网补丁、改设置都解决不了4060ti刚进游戏打开轮盘还没切出扫帚就闪退，换了32g内存4070S还闪退啊切输入法换成英文，刚上扫帚飞了20 米又闪退是吧吃史去吧（已解决破案了，win11闪退严重，重装系统win10就好了",0,158,2.904384259760917e-07
顶级黄油哥,Not Recommended,13.9,"
					闪退你个蛋蛋  卡主你的爸爸  畜生 中的畜生",0,29,0.9370071634001845
罗德尼安娜,Not Recommended,5.6,"
					发售这么久了居然优化还是这么差，149k+4080+64g居然还给我报显存不足我这也是无语。不过有可能是D加密的锅，正版游戏的受害者吗？？？？",0,77,0.0031892556503282377
TD 刘瀚宸,Not Recommended,81.3,"
					4060 32g卡退",0,16,0.07090152023022644
UNIVERSE,Recommended,75.1,"
					好游戏，不急的话静下心来慢慢玩，很有意思。",0,27,0.998649698406995
桃子大魔王,Recommended,81.8,"
					最喜欢的游戏！！！！！！！！",0,20,0.6286261163467228
吃个大熊猫,Recommended,20.7,"
					不错哦",0,9,0.8612132352941176
pRAWNsKY,Recommended,48.6,"
					伟大 无需多言",0,13,0.8780844279994069
池塘子,Recommended,83.8,"
					让我联机啊啊啊啊啊啊啊",0,17,0.9424750008187563
WKKKKKKKKKKKKKKKKKKKKKKKKKK,Not Recommended,16.7,"
					搞nm的zzzq呢，非原著迷千万别买",1,24,0.16450068037189336
鼠鼠鸭,Recommended,21.4,"
					很温馨棒极了",0,12,0.9943622039275722
若无红颜长生伴,Not Recommended,26.7,"
					不支持家庭共享",0,13,0.9039059902718064
狂拽酷炫屌霸丝瓜王,Recommended,49.6,"
					刺客信条：霍格沃兹",0,15,0.05201794765741252
蒋介石,Recommended,25.9,"
					好玩爱玩",0,10,0.9482519885967862
turbo,Recommended,10.4,"
					还原了在霍格沃兹学魔法的梦想",0,20,0.9968121089453518
小鼠不是老鼠,Recommended,13.6,"
					故事发生在《哈利·波特》原著的大约100年以前，虽然在霍格沃茨之遗中并没有哈利·波特和伏地魔，但在原著中大量设定性质的内容都得到了很好的还原。预设的主角在接到猫头鹰入学信之后，迎来了一场并不安逸的入学。主角是一位能看到和使用古代魔法的天选之子，一个和古代魔法相关的秘密有可能威胁到整个巫师世界，恰巧最近又有反派得知了这个秘密、想要得到它的力量，总之游戏从一开头我们就被反派盯上了，因此在整个学年中要一边学习知识一边阻止反派得逞。而几位已经去世了的老巫师是守护这个秘密的关键人物，他们会通过各种试炼来证明我是值得托付的正派人士，所以故事的主轴是围绕这个秘密、反派的进度、以及试炼的挑战来展开，随着剧情进度来逐步引导玩家到更多地点去。",0,321,1.0
zta2785,Recommended,7.4,"
					好好好",0,9,0.6931978425614437
先拉我，我动力牛子没医保啊！！,Recommended,42.5,"
					小偷模拟器",0,11,0.27260327270252505
qus,Recommended,54.2,"
					太好玩了",0,10,0.6214538539264906
软脚狂暴战,Recommended,118.0,"
					这个游戏太好玩了，终于能亲身体验魔法世界了，做的和书中的描述好像。",0,39,0.9998933953193371
3639654517,Recommended,58.7,"
					我爱猴子",0,10,0.9304746506862666
11,Recommended,2.8,"
					画面优质，随手截图都可作为壁纸，战斗系统略微单调。书迷影迷可以入手！",0,40,0.8117893720496014
六娃,Recommended,30.0,"
					这B游戏一直闪退怎么解决啊",0,19,0.1248167285648889
七宗罪,Recommended,58.5,"
					十分成功的罐头",0,13,0.6054910345557225
AirLee🐒,Recommended,7.7,"
					非哈迷，但哈利波特基本都看过，用魔法战斗，在霍格沃茨学习等等都还蛮有趣的，一星扣在优化和zzzq脸——来自小黑盒用户AirLee的评价",1,73,0.9999990159106912
那咋办嘛,Not Recommended,20.3,"
					猪b吧怎么这么多bug还没修啊，优化也还没到位，md修一半准备躺着赚钱了是吧",0,44,0.28883786832852765
Aka0v0,Not Recommended,30.5,"
 评分：5/10  评分 点评   6/10 主线剧情：整体勉强说的过去，但不免有些莫名其妙的剧情，大部分也算是平铺直序，看在不谜语的份上，勉强给个6。整体来说就是短视频版harry potter，所有人都一副面具脸，或许只有真爱粉才能享受吧。主线基本上所有选择都点了没意义，最后的分支选择不知道选了有什么用，无语   5/10 支线剧情：过于琐碎的支线，有些明明应该是根据主线来的，为什么不给相应提示。支线剧情除了黑魔和扫帚部分，其他那些给衣服什么的，几乎没什么提升游戏性的价值。感觉主线不够硬用一些小支线来凑，尤其是月亮兽（虽然这个方法不错，但也要找太多了）.只学了别的开放世界的皮，没学到精髓，属于取其糟粕了   4/10 玩法： 技能 方面只能说还原；[u/] 扫帚比赛[/u] ，手感稀烂； 开个门锁 直接闹麻了，先找月亮兽，再升级开锁等级，结果还要自己手动去解锁，我直接拿铁丝开不一样？ 背包系统和能量槽更是重量级，怎么和收集品搞在一起，做几十个小游戏才升多少背包格子。 梅林试炼、地洞、古代遗迹屁大点图做几百个，那梅林是最离谱的，机关隔十万八千米，知道规律也要找半天。 收藏 的过程长的要死，给的东西都是一坨。还有重中之重的收集品（月亮兽、卷轴）  多麻多的要死，地图设计的又一般，还要手动开锁，有的地方开锁还要高等级，等于一定会大量重复，无聊。卷轴隐形也是离谱，找到后面都崩溃了，元素视野一开，也看不清，要走近了才完全显示。逆天！ 怪物设计 都是cv过来的，没啥新东西，就靠堆怪，还有那个蜘蛛，初见确实挺恶心的，后面打太多都习惯了。。。     4/10 美术：可以还原，不要阴间，OK？那溢出屏幕的zzzq，真的捏了我半天脸。衣服大部分都差不多，风格基本一样的 丑，本来模型就丑，你那个帽子一带更没法看    4/10 优化问题：PC端食石级优化，4070L稳定不了60针。第一关试炼直接卡剧情了（大哥，第一个大主线，游戏直接不能进行后续主线？还得在n网找mod修复？），闪退更是家常便饭。设置界面直接照搬，那个小⚪鼠标我是半天选不到那个技能上。  Last 当3A玩的可以直接润了，这碗汤建议还是纯正哈迷来喝，对我来说这游戏跟当年在PSP上玩的真的只是换了个大世界的皮罢了",1,947,0.9999899410435605
Jiangyi,Recommended,35.8,"
					我很需要点数去买那些涩涩的头像摸一下猫猫会张嘴，一个赞摸一次！！！⣿⣿⣿⠟⠛⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢋⣩⣉⢻⣿⣿⣿⠀⣿⣶⣕⣈⠹⠿⠿⠿⠿⠟⠛⣛⢋⣰⠣⣿⣿⠀⣿⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝⠀⣿⣿⣿⣿⣷⠘⣿⣿⣿⢏⣿⣿⣋⣀⣈⣻⣿⣿⣷⣤⣤⣿⡐⢿⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦⠀⠸⠿⣻⣿⡄⢻⣿⣿⣿⣿⣿⡄⢻⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⡄⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣰⣿⣿⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢀⣿⣿⣿⣿⣿⣿⠏⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⣿⣿⣿⣿⠋⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⣿⣿⣿⠋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸",0,316,0.7577906581176165
☃,Recommended,14.2,"
					虽然只看过少部分的哈利波特，但是这游戏真的好玩上头",0,31,0.9973301907396374
wwwwwwwwwwwwwwwwwwwwwwwww,Not Recommended,6.7,"
					一直闪退，搞不懂。",0,15,0.02406910735342893
3764178330,Recommended,45.4,"
					在公司闲的没事的时候把哈利波特又看了一遍，这一遍看完第一次爱上了这个魔法世界，正好有这麽个游戏，就玩了，剧情刚开始没太仔细看，但是后来慢慢的陷进去了，打完主线之后感觉非常的棒",0,93,0.9999999845075314
随处的喧嚣,Not Recommended,10.0,"
					闪退严重，正版受害者",0,16,0.3770286437463879
着墨bamboo,Recommended,58.5,"
					好玩，还挺还原的",0,14,0.9300422605651635
Jan_Constant,Recommended,41.5,"
					谁不想去霍格沃茨呢",0,15,0.5923061332193488
软豆腐很好捏,Recommended,13.0,"
					一款粉丝向的优质罐头",0,16,0.7626131176109917
群主,Recommended,42.0,"
					还可以，就是魔咒有点局限性，至少一组五个技能吧 
",0,31,0.9992854615854196
菰菜鲈鱼,Not Recommended,25.5,"
					如果不是霍格沃茨的狂热粉丝，就别买这部作品了，大多数魔法对大型敌人和BOSS都毫无作用，只能用平A，那我要这么多魔法干什么？",0,68,0.9992549981757596
咱就说，能把锅放下不,Recommended,80.6,"
					""恭喜你被分到了...土木工程学院！“⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠛⠉⠀⣲⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⠉⠀⢀⣀⢹⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡏⠀⠤⣤⡀⠀⠈⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡏⠀⠀⣤⣀⣀⣈⣀⠙⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡃⠀⠸⢿⣷⣬⡭⢀⡀⠙⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢏⠀⠢⣽⣷⣒⠀⣈⠒⢁⣤⣈⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣼⣿⣿⣦⣘⠛⢻⠋⠖⣿⣿⠿⢸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣇⠙⠿⠟⠻⠛⠛⠛⠀⠆⠀⠠⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⠀⠸⡿⠇⣠⣾⣄⠀⠀⠀⠶⠄⠀⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠀⠀⠀⢈⣭⣁⣉⠀⠀⡀⠀⠀⠀⠀⡻⠿⠿⠿⢿⣿⣿⣿⣿⣿⣿⠟⠛⠉⠉⠉⠓⠒⣛⠛⠛⠻⠿⠯⢛⣋⣉⣉⠉⠉⠁⢈⠀⠀⠀⠀⠻⣿⣿⣿⡏⠀⠀⠀⠀⠀⠀⠙⠿⠿⠿⠿⠷⢦⣤⠤⠤⠄⠀⠀⠀⠈⠀⠀⠀⠀⠀⢻⣿⣿⣿⣧⠀⠀⠀⠀⠀⠈⠐⠃⠴⢦⣤⣤⣤⣤⣤⡤⠀⠤⠤⠄⠀⠀⠀⠀⠀⠀⣼⣿⣿⣿⣿⣷⣦⣀⠀⠀⠀⠀⠀⠀⠀⣀⣀⣀⣀⣀⣀⠀⠀⠀⠀⠐⠀⠀⢀⣀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⣶⣴⣴⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣶⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿真的很好玩！非常上头！！但就场景来说，完整的霍格沃茨城堡和周边地形哈迷绝对值得入啊而且城堡里面各种小细节，不是那种复制粘贴的场景，很多电影里出现过的地方都有剧情里还能上课，就是过完剧情好像都不能交互了战斗方面只能说主角是伏地魔祖宗，无咒施法古代魔法，不是天打雷劈就是灰飞烟灭，扩散阿瓦达夺命咒更是哈人主角：“我称之为高效。”其次，收集实战指南书页的千万要注意，真的很烦人，建议前期什么都别收集，到最后慢慢搞，不然就会像我这样到处找漏洞，我已经要疯了。。",0,765,0.9999999998941722
马猴烧酒小方,Recommended,26.2,"
					粉丝向游戏只要你喜欢哈利波特就可以买。毕竟谁不想来一发阿瓦达啃大瓜呢",0,40,0.9993350533801642
BunnyMafia,Recommended,11.2,"
					天哪，真好玩啊，我的第一款大作，真好玩，真好玩，我是土狗真好玩。",0,38,0.9673494172525285
小小小小小小智,Not Recommended,5.1,"
					cdk入的，退都退不掉，玩赛博朋克都能完美流畅，玩这游戏折腾两个多小时打了mod，各种操作还是卡到爆，要不是因为我是系列粉丝早就放弃了这狗屎一般的优化建议直接去玩盗版，傻逼玩意什么年代搞个D加密直接把我电脑干卡爆了，太逆天了",0,118,4.933248308913729e-05
Claritas Trismegistus,Recommended,96.9,"
					但就场景来说，完整的霍格沃茨城堡和周边地形哈迷绝对值得入啊而且城堡里面各种小细节，不是那种复制粘贴的场景，很多电影里出现过的地方都有剧情里还能上课，就是过完剧情好像都不能交互了战斗方面只能说主角是伏地魔祖宗，无咒施法古代魔法，不是天打雷劈就是灰飞烟灭，扩散阿瓦达夺命咒更是哈人主角：“我称之为高效。” 
",0,158,0.9999999999956253
独孤地风邪,Recommended,59.6,"
					虽说和哈利波特没关系，但是入学霍格沃茨很满意！",0,29,0.9997534563415577
万千少女得不到的人,Recommended,15.1,"
					好玩爱玩 
",0,12,0.9482519885967862
zen,Recommended,13.5,"
					达到标准了",0,11,0.46384039900249374
王甜心,Recommended,24.4,"
					好玩",0,8,0.7894736842105263
都给我玩原神,Recommended,6.6,"
					好玩，爱玩",0,11,0.9482519885967862
仿生电子鱼能否梦到赛博义体猫,Recommended,7.6,"
					哈利波特粉可以闭眼入，游戏质量不错，很多原著中的细节还原的很好，就是优化有点差。但还是很好玩的，毕竟谁不想来一发阿瓦达啃大瓜呢？",0,70,0.9999968904189297
mas0n1ee,Not Recommended,9.9,"
					脸模糊的一坨，解密流程一般，还特别喜欢在主线加。最最重要的是动不动就闪退，直接卡死闪退，存档都没有。如果不是特别喜欢的粉丝，建议不要买。",0,74,0.01878014626557234
Snorlax___,Not Recommended,43.9,"
					游戏是好游戏，就是政治正确害人！",1,22,0.977787859755207
Bluefish,Recommended,12.7,"
					好玩，但老是闪退",0,14,0.35008980933249567
ynusst,Not Recommended,5.1,"
					闪退，完全无法进行游戏",0,17,0.250768490275491
Loong♥龍神♥God,Recommended,151.1,"
					完结撒花.....这游戏前10个小时就是神作，细节到位，代入感很强....但是越往后玩，就会觉得越来越不好玩，甚至不作弊，最终boss都不能满级去打他...然后满级了，也没地方去让我体验满级的爽感....小bug很多，大bug也有，但重启就能解决....总的来说中规中矩吧",0,142,0.9999480992411282
曲率驱动的三轮,Recommended,55.7,"
					不错",0,8,0.8612132352941176
莫莫啊莫啊,Not Recommended,26.1,"
					游戏 有趣的 闪退 令人心烦的",0,21,0.5182612609506344
老灬食神,Recommended,78.1,"
					一款值得所有HP粉丝游玩的游戏，还有原版的那些音乐比如Hedwig“s Theme版权在谁手里，端上来几小段那更将是绝杀。",0,67,0.8336242093618891
时代在进步，少女追少妇,Recommended,47.3,"
					首先说缺点:罐头游戏，解密重复无趣，收集非常之多，估计全成就要100小时左右。然后全是优点了👍谁懂第一次去礼堂带给我的震撼啊，眼泪直接就出来了，满脑子都是赫敏飞奔扑向罗恩的场景。奥利凡德魔杖店，有求必应屋，骑着飞天扫帚在霍格沃茨上空转悠，还有那些在电影里听了无数遍的咒语。这游戏是HP粉丝应得的佳作，这就是我从第一次接触哈利波特后一直幻想的魔法世界😭😭还有萨拉查·斯莱特林的密室，伏地魔的祖先奥米尼斯·冈特也在。唯一的不足可能就是和哈利波特剧情联系比较少，也没有魁地奇踢，期待续作！有关哈利波特的一切我都会买单😭",0,262,0.9999999999999998
Amos,Not Recommended,5.4,"
					开始玩了3小时一点事没有，做到拿魔杖那边开始闪退，在那里闪退了5次了，找了很多解决办法也还是闪退，关键还是每次闪退完就得从学院在重新赶路跑去那个小镇，哪怕在小镇门口那保存，过了对话的cg后保存，闪退后还是要我从学院那重新走路走过去，路也又臭又长",0,128,0.012045473254596484
瑞克王,Recommended,39.5,"
					游戏是好游戏，就是特么不定期闪退，恶心了",0,26,0.027227858335850064
tonyoya,Recommended,29.4,"
					粉丝向的游戏，好巧我也是粉丝，故事情节很哈利，能够在霍格沃兹逛一逛也是让人激动的，打折入手的很划算。",0,56,0.9999975757347881
slan880122,Recommended,56.9,"
					好",0,7,0.6558628208940429
45544205,Not Recommended,23.7,"
					经常闪退",0,10,0.12846588132506565
